,date,machine
777,2016-06-20 07:30:00,H20
778,2016-06-08 10:00:00,H20
779,2016-06-07 09:00:00,H20
780,2016-05-17 00:00:00,H20
781,2016-05-11 00:00:00,H20
782,2016-05-05 00:00:00,H20
783,2016-05-04 00:00:00,H20
784,2016-04-27 00:00:00,H20
785,2016-04-11 00:00:00,H20
786,2016-03-25 00:00:00,H20
787,2015-11-16 00:00:00,H20
788,2015-11-12 00:00:00,H20
789,2015-10-07 00:00:00,H20
790,2015-08-24 00:00:00,H20
791,2015-06-26 00:00:00,H20
792,2015-06-11 00:00:00,H20
793,2015-04-09 00:00:00,H20
794,2015-04-07 00:00:00,H20
795,2015-03-26 00:00:00,H20
796,2015-03-25 00:00:00,H20
797,2015-03-02 00:00:00,H20
798,2015-03-03 00:00:00,SH
799,2017-01-17 10:00:00,H14
800,2017-01-17 10:00:00,H14
801,2017-01-05 08:30:00,H14
802,2016-12-19 08:00:00,H14
803,2016-10-22 00:00:00,H14
804,2016-10-07 08:30:00,H14
805,2016-10-05 06:00:00,H14
806,2016-09-29 07:00:00,H14
807,2016-09-28 09:00:00,H14
808,2016-09-12 06:00:00,H14
809,2016-09-10 00:00:00,H14
810,2016-08-26 07:30:00,H14
811,2016-08-25 05:30:00,H14
812,2016-08-25 09:15:00,H14
813,2016-08-22 06:00:00,H14
814,2016-08-02 12:15:00,H14
815,2016-06-29 14:00:00,H14
816,2016-06-28 06:00:00,H14
817,2016-06-23 06:30:00,H14
818,2016-06-15 00:00:00,H14
819,2016-06-14 15:00:00,H14
820,2016-06-09 11:30:00,H14
821,2016-05-19 00:00:00,H14
822,2016-05-05 00:00:00,H14
823,2016-04-28 00:00:00,H14
824,2016-04-21 00:00:00,H14
825,2016-04-19 00:00:00,H14
826,2016-04-18 00:00:00,H14
827,2016-04-18 00:00:00,H14
828,2016-04-16 00:00:00,H14
829,2016-04-15 00:00:00,H14
830,2016-04-09 00:00:00,H14
831,2016-04-07 00:00:00,H14
832,2016-03-15 00:00:00,H14
833,2016-03-14 00:00:00,H14
834,2015-03-09 00:00:00,H14
835,2015-03-17 00:00:00,H14
836,2015-03-18 00:00:00,H14
837,2015-03-18 00:00:00,H14
838,2015-04-07 00:00:00,H14
839,2015-04-08 00:00:00,H14
840,2015-04-08 00:00:00,H14
841,2015-04-09 00:00:00,H14
842,2015-05-07 00:00:00,H14
843,2015-05-13 00:00:00,H14
844,2015-05-22 00:00:00,H14
845,2015-06-23 00:00:00,H14
846,2015-07-28 00:00:00,H14
847,2015-07-29 00:00:00,H14
848,2015-08-05 00:00:00,H14
849,2015-08-06 00:00:00,H14
850,2015-08-14 00:00:00,H14
851,2015-08-14 00:00:00,H14
852,2015-08-19 00:00:00,H14
853,2015-08-20 00:00:00,H14
854,2015-08-24 00:00:00,H14
855,2015-08-31 00:00:00,H14
856,2015-09-02 00:00:00,H14
857,2015-09-08 00:00:00,H14
858,2015-09-08 00:00:00,H14
859,2015-09-16 00:00:00,H14
860,2015-09-30 00:00:00,H14
861,2015-10-01 00:00:00,H14
862,2015-10-14 00:00:00,H14
863,2015-10-19 00:00:00,H14
864,2015-10-23 00:00:00,H14
865,2015-11-09 00:00:00,H14
866,2015-11-30 00:00:00,H14
867,2015-12-14 00:00:00,H14
868,2015-12-14 00:00:00,H14
869,2016-01-29 00:00:00,H14
870,2016-01-29 00:00:00,H14
871,2016-02-03 00:00:00,H14
872,2016-02-04 00:00:00,H14
873,2016-02-04 00:00:00,H14
874,2016-02-11 00:00:00,H14
875,2016-02-22 00:00:00,H14
876,2016-02-22 00:00:00,H14
877,2016-02-23 00:00:00,H14
878,2016-02-24 00:00:00,H14
879,2016-02-24 00:00:00,H14
880,2016-02-25 00:00:00,H14
881,2016-03-01 00:00:00,H14
882,2016-03-03 00:00:00,H14
883,2016-03-09 00:00:00,H14
884,2017-01-26 13:00:00,I1
885,2017-01-11 06:15:00,I1
886,2016-11-30 00:00:00,I1
887,2016-11-17 06:15:00,I1
888,2016-11-16 11:00:00,I1
889,2016-11-16 13:00:00,I1
890,2016-11-15 06:00:00,I1
891,2016-11-10 06:15:00,I1
892,2016-10-25 12:15:00,I1
893,2016-10-12 06:15:00,I1
894,2016-10-06 06:00:00,I1
895,2016-09-21 05:50:00,I1
896,2016-08-15 09:05:00,I1
897,2016-08-10 05:30:00,I1
898,2016-07-29 12:45:00,I1
899,2016-07-19 13:30:00,I1
900,2016-07-05 07:30:00,I1
901,2016-06-24 00:00:00,I1
902,2016-06-20 06:00:00,I1
903,2016-06-15 06:15:00,I1
904,2016-06-09 09:30:00,I1
905,2016-05-16 00:00:00,I1
906,2016-05-16 00:00:00,I1
907,2016-05-14 00:00:00,I1
908,2016-05-05 00:00:00,I1
909,2016-04-18 00:00:00,I1
910,2016-04-14 00:00:00,I1
911,2016-04-14 00:00:00,I1
912,2016-04-13 00:00:00,I1
913,2016-04-04 00:00:00,I1
914,2016-04-01 00:00:00,I1
915,2016-03-30 00:00:00,I1
916,2016-03-28 00:00:00,I1
917,2016-03-25 00:00:00,I1
918,2016-03-25 00:00:00,I1
919,2016-03-21 00:00:00,I1
920,2015-03-14 00:00:00,I1
921,2015-03-18 00:00:00,I1
922,2015-03-23 00:00:00,I1
923,2015-04-08 00:00:00,I1
924,2015-04-17 00:00:00,I1
925,2015-04-27 00:00:00,I1
926,2015-04-28 00:00:00,I1
927,2015-05-14 00:00:00,I1
928,2015-06-09 00:00:00,I1
929,2015-06-16 00:00:00,I1
930,2015-06-18 00:00:00,I1
931,2015-07-08 00:00:00,I1
932,2015-07-16 00:00:00,I1
933,2015-07-30 00:00:00,I1
934,2015-08-05 00:00:00,I1
935,2015-08-21 00:00:00,I1
936,2015-08-28 00:00:00,I1
937,2015-09-01 00:00:00,I1
938,2015-09-02 00:00:00,I1
939,2015-09-08 00:00:00,I1
940,2015-09-10 00:00:00,I1
941,2015-09-18 00:00:00,I1
942,2015-09-22 00:00:00,I1
943,2015-09-23 00:00:00,I1
944,2015-10-13 00:00:00,I1
945,2015-11-01 00:00:00,I1
946,2015-11-04 00:00:00,I1
947,2015-11-04 00:00:00,I1
948,2015-11-05 00:00:00,I1
949,2015-11-11 00:00:00,I1
950,2015-12-04 00:00:00,I1
951,2015-12-04 00:00:00,I1
952,2016-01-06 00:00:00,I1
953,2016-01-11 00:00:00,I1
954,2016-01-13 00:00:00,I1
955,2016-01-20 00:00:00,I1
956,2016-01-25 00:00:00,I1
957,2016-01-26 00:00:00,I1
958,2016-01-29 00:00:00,I1
959,2016-01-29 00:00:00,I1
960,2016-02-08 00:00:00,I1
961,2016-02-08 00:00:00,I1
962,2016-02-09 00:00:00,I1
963,2016-02-09 00:00:00,I1
964,2016-02-11 00:00:00,I1
965,2016-02-25 00:00:00,I1
966,2016-02-26 00:00:00,I1
967,2016-03-03 00:00:00,I1
968,2016-03-14 00:00:00,I1
969,2016-03-18 00:00:00,I1
970,2017-01-09 07:15:00,I4
971,2016-12-13 10:00:00,I4
972,2016-12-05 06:30:00,I4
973,2016-12-01 10:00:00,I4
974,2016-11-21 09:00:00,I4
975,2015-03-14 00:00:00,I4
976,2015-03-23 00:00:00,I4
977,2015-03-24 00:00:00,I4
978,2015-03-26 00:00:00,I4
979,2015-03-27 00:00:00,I4
980,2015-03-27 00:00:00,I4
981,2015-04-15 00:00:00,I4
982,2015-05-07 00:00:00,I4
983,2015-06-10 00:00:00,I4
984,2015-06-19 00:00:00,I4
985,2015-07-10 00:00:00,I4
986,2015-08-12 00:00:00,I4
987,2015-08-12 00:00:00,I4
988,2015-08-21 00:00:00,I4
989,2015-08-24 00:00:00,I4
990,2015-09-02 00:00:00,I4
991,2015-09-03 00:00:00,I4
992,2015-09-04 00:00:00,I4
993,2015-10-16 00:00:00,I4
994,2015-10-19 00:00:00,I4
995,2015-11-02 00:00:00,I4
996,2015-11-08 00:00:00,I4
997,2015-12-10 00:00:00,I4
998,2015-12-22 00:00:00,I4
999,2015-12-22 00:00:00,I4
1000,2016-01-19 00:00:00,I4
1001,2016-01-25 00:00:00,I4
1002,2016-02-11 00:00:00,I4
1003,2016-02-12 00:00:00,I4
1004,2016-02-22 00:00:00,I4
1005,2016-02-25 00:00:00,I4
1006,2016-02-29 00:00:00,I4
1007,2016-03-04 00:00:00,I4
1008,2016-04-01 00:00:00,I4
1009,2016-04-11 00:00:00,I4
1010,2016-04-21 00:00:00,I4
1011,2016-04-25 00:00:00,I4
1012,2016-04-26 00:00:00,I4
1013,2016-04-27 00:00:00,I4
1014,2016-05-11 00:00:00,I4
1015,2016-05-23 00:00:00,I4
1016,2016-06-03 05:45:00,I4
1017,2016-06-30 10:00:00,I4
1018,2016-07-12 06:00:00,I4
1019,2016-07-20 10:50:00,I4
1020,2016-07-25 08:30:00,I4
1021,2016-08-22 06:00:00,I4
1022,2016-10-31 06:00:00,I4
1023,2016-11-14 00:00:00,I4
1024,2016-11-16 06:00:00,I4
1025,2017-01-20 09:30:00,H3
1026,2016-12-15 10:15:00,H3
1027,2016-10-24 07:00:00,H3
1028,2016-09-29 07:00:00,H3
1029,2015-03-16 00:00:00,H3
1030,2015-03-16 00:00:00,H3
1031,2015-03-18 00:00:00,H3
1032,2015-03-25 00:00:00,H3
1033,2015-04-02 00:00:00,H3
1034,2015-05-04 00:00:00,H3
1035,2015-05-11 00:00:00,H3
1036,2015-05-11 00:00:00,H3
1037,2015-05-15 00:00:00,H3
1038,2015-05-18 00:00:00,H3
1039,2015-05-27 00:00:00,H3
1040,2015-06-12 00:00:00,H3
1041,2015-06-15 00:00:00,H3
1042,2015-06-17 00:00:00,H3
1043,2015-06-22 00:00:00,H3
1044,2015-06-28 00:00:00,H3
1045,2015-07-01 00:00:00,H3
1046,2015-07-02 00:00:00,H3
1047,2015-07-10 00:00:00,H3
1048,2015-07-15 00:00:00,H3
1049,2015-07-16 00:00:00,H3
1050,2015-08-11 00:00:00,H3
1051,2015-08-15 00:00:00,H3
1052,2015-08-17 00:00:00,H3
1053,2015-08-19 00:00:00,H3
1054,2015-08-21 00:00:00,H3
1055,2015-11-17 00:00:00,H3
1056,2015-11-19 00:00:00,H3
1057,2015-12-14 00:00:00,H3
1058,2016-01-25 00:00:00,H3
1059,2016-01-25 00:00:00,H3
1060,2016-01-28 00:00:00,H3
1061,2016-02-03 00:00:00,H3
1062,2016-02-03 00:00:00,H3
1063,2016-02-05 00:00:00,H3
1064,2016-03-02 00:00:00,H3
1065,2016-04-06 00:00:00,H3
1066,2016-04-16 00:00:00,H3
1067,2016-04-21 00:00:00,H3
1068,2016-04-25 00:00:00,H3
1069,2016-04-29 00:00:00,H3
1070,2016-05-17 00:00:00,H3
1071,2016-06-09 06:15:00,H3
1072,2016-06-24 08:30:00,H3
1073,2016-08-01 06:00:00,H3
1074,2016-08-09 14:00:00,H3
1075,2016-08-18 00:00:00,H3
1076,2016-09-08 14:15:00,H3
1077,2016-09-15 05:30:00,H3
1078,2016-09-21 00:00:00,H3
1079,2017-01-17 07:30:00,AIM RM 1
1080,2016-11-29 10:30:00,AIM RM 1
1081,2015-03-16 00:00:00,AIM RM 1
1082,2016-09-14 00:00:00,Sinico
1083,2016-09-12 06:00:00,Sinico
1084,2016-08-22 06:00:00,Sinico
1085,2016-08-18 06:00:00,Sinico
1086,2016-08-17 05:30:00,Sinico
1087,2016-08-12 05:30:00,Sinico
1088,2016-08-05 10:00:00,Sinico
1089,2016-07-19 05:30:00,Sinico
1090,2015-03-16 00:00:00,Sinico
1091,2015-03-31 00:00:00,Sinico
1092,2015-03-31 00:00:00,Sinico
1093,2015-04-20 00:00:00,Sinico
1094,2015-04-20 00:00:00,Sinico
1095,2015-04-24 00:00:00,Sinico
1096,2015-05-02 00:00:00,Sinico
1097,2015-06-29 00:00:00,Sinico
1098,2015-06-30 00:00:00,Sinico
1099,2015-07-08 00:00:00,Sinico
1100,2015-07-16 00:00:00,Sinico
1101,2015-07-20 00:00:00,Sinico
1102,2015-07-21 00:00:00,Sinico
1103,2015-07-22 00:00:00,Sinico
1104,2015-08-03 00:00:00,Sinico
1105,2015-08-05 00:00:00,Sinico
1106,2015-08-11 00:00:00,Sinico
1107,2015-08-12 00:00:00,Sinico
1108,2015-08-17 00:00:00,Sinico
1109,2015-09-10 00:00:00,Sinico
1110,2015-09-19 00:00:00,Sinico
1111,2015-09-25 00:00:00,Sinico
1112,2015-09-30 00:00:00,Sinico
1113,2015-10-02 00:00:00,Sinico
1114,2015-10-14 00:00:00,Sinico
1115,2015-10-16 00:00:00,Sinico
1116,2015-11-02 00:00:00,Sinico
1117,2015-11-30 00:00:00,Sinico
1118,2015-12-01 00:00:00,Sinico
1119,2015-12-09 00:00:00,Sinico
1120,2015-12-16 00:00:00,Sinico
1121,2016-01-19 00:00:00,Sinico
1122,2016-02-01 00:00:00,Sinico
1123,2016-02-04 00:00:00,Sinico
1124,2016-02-05 00:00:00,Sinico
1125,2016-02-10 00:00:00,Sinico
1126,2016-02-22 00:00:00,Sinico
1127,2016-04-06 00:00:00,Sinico
1128,2016-04-21 00:00:00,Sinico
1129,2016-05-02 00:00:00,Sinico
1130,2016-05-16 00:00:00,Sinico
1131,2016-05-18 00:00:00,Sinico
1132,2016-05-18 00:00:00,Sinico
1133,2016-06-07 00:00:00,Sinico
1134,2016-06-09 06:00:00,Sinico
1135,2016-06-16 00:00:00,Sinico
1136,2016-06-24 10:15:00,Sinico
1137,2016-06-30 06:00:00,Sinico
1138,2016-07-05 06:00:00,Sinico
1139,2016-07-13 10:45:00,Sinico
1140,2017-01-12 10:15:00,H11
1141,2016-12-22 11:00:00,H11
1142,2016-12-01 10:00:00,H11
1143,2016-11-16 06:30:00,H11
1144,2016-11-09 06:30:00,H11
1145,2015-03-16 00:00:00,H11
1146,2015-03-19 00:00:00,H11
1147,2015-03-20 00:00:00,H11
1148,2015-03-20 00:00:00,H11
1149,2015-03-23 00:00:00,H11
1150,2015-03-30 00:00:00,H11
1151,2015-04-28 00:00:00,H11
1152,2015-05-07 00:00:00,H11
1153,2015-05-11 00:00:00,H11
1154,2015-05-11 00:00:00,H11
1155,2015-05-11 00:00:00,H11
1156,2015-05-12 00:00:00,H11
1157,2015-05-14 00:00:00,H11
1158,2015-05-18 00:00:00,H11
1159,2015-06-08 00:00:00,H11
1160,2015-06-28 00:00:00,H11
1161,2015-07-03 00:00:00,H11
1162,2015-07-14 00:00:00,H11
1163,2015-08-05 00:00:00,H11
1164,2015-08-17 00:00:00,H11
1165,2015-08-19 00:00:00,H11
1166,2015-09-12 00:00:00,H11
1167,2015-09-14 00:00:00,H11
1168,2015-09-23 00:00:00,H11
1169,2015-10-05 00:00:00,H11
1170,2015-10-15 00:00:00,H11
1171,2015-10-20 00:00:00,H11
1172,2015-10-20 00:00:00,H11
1173,2015-10-26 00:00:00,H11
1174,2015-10-28 00:00:00,H11
1175,2015-11-10 00:00:00,H11
1176,2015-11-12 00:00:00,H11
1177,2015-11-23 00:00:00,H11
1178,2015-12-11 00:00:00,H11
1179,2016-01-25 00:00:00,H11
1180,2016-01-26 00:00:00,H11
1181,2016-01-29 00:00:00,H11
1182,2016-02-02 00:00:00,H11
1183,2016-02-09 00:00:00,H11
1184,2016-03-16 00:00:00,H11
1185,2016-03-17 00:00:00,H11
1186,2016-04-07 00:00:00,H11
1187,2016-04-18 00:00:00,H11
1188,2016-04-20 00:00:00,H11
1189,2016-05-05 00:00:00,H11
1190,2016-05-18 00:00:00,H11
1191,2016-06-13 08:00:00,H11
1192,2016-07-05 00:00:00,H11
1193,2016-10-12 09:30:00,H11
1194,2016-11-07 10:00:00,H11
1195,2016-07-11 07:00:00,T105
1196,2016-06-23 11:30:00,T105
1197,2016-06-22 12:45:00,T105
1198,2016-06-13 08:00:00,T105
1199,2016-06-10 14:00:00,T105
1200,2016-05-09 00:00:00,T105
1201,2016-01-29 00:00:00,T105
1202,2015-12-10 00:00:00,T105
1203,2015-08-20 00:00:00,T105
1204,2015-07-24 00:00:00,T105
1205,2015-03-23 00:00:00,T105
1206,2015-03-17 00:00:00,T105
1207,2017-01-20 00:00:00,H19
1208,2016-12-15 00:00:00,H19
1209,2016-12-13 04:00:00,H19
1210,2016-11-04 06:15:00,H19
1211,2016-10-07 06:00:00,H19
1212,2016-08-02 08:30:00,H19
1213,2016-07-26 05:30:00,H19
1214,2016-07-25 08:30:00,H19
1215,2016-07-18 09:10:00,H19
1216,2016-07-01 04:00:00,H19
1217,2016-06-03 06:00:00,H19
1218,2016-05-07 00:00:00,H19
1219,2016-04-25 00:00:00,H19
1220,2016-04-18 00:00:00,H19
1221,2016-04-18 00:00:00,H19
1222,2016-04-11 00:00:00,H19
1223,2016-03-01 00:00:00,H19
1224,2016-02-01 00:00:00,H19
1225,2016-01-22 00:00:00,H19
1226,2016-01-18 00:00:00,H19
1227,2015-11-30 00:00:00,H19
1228,2015-11-25 00:00:00,H19
1229,2015-11-24 00:00:00,H19
1230,2015-10-01 00:00:00,H19
1231,2015-09-24 00:00:00,H19
1232,2015-08-27 00:00:00,H19
1233,2015-08-24 00:00:00,H19
1234,2015-08-06 00:00:00,H19
1235,2015-06-11 00:00:00,H19
1236,2015-05-20 00:00:00,H19
1237,2015-05-18 00:00:00,H19
1238,2015-04-16 00:00:00,H19
1239,2015-04-08 00:00:00,H19
1240,2015-04-03 00:00:00,H19
1241,2015-03-17 00:00:00,H19
1242,2017-01-04 15:00:00,ES5
1243,2016-12-08 07:30:00,ES5
1244,2015-12-02 00:00:00,ES5
1245,2015-03-17 00:00:00,ES5
1246,2017-01-27 08:30:00,TK4
1247,2016-12-12 08:00:00,TK4
1248,2016-11-09 05:30:00,TK4
1249,2016-10-17 00:00:00,TK4
1250,2016-09-09 10:50:00,TK4
1251,2016-07-14 08:00:00,TK4
1252,2016-07-07 10:00:00,TK4
1253,2016-04-19 00:00:00,TK4
1254,2016-04-05 00:00:00,TK4
1255,2016-03-21 00:00:00,TK4
1256,2016-03-16 00:00:00,TK4
1257,2016-03-15 00:00:00,TK4
1258,2016-03-03 00:00:00,TK4
1259,2016-01-14 00:00:00,TK4
1260,2016-01-11 00:00:00,TK4
1261,2015-09-02 00:00:00,TK4
1262,2015-08-21 00:00:00,TK4
1263,2015-07-10 00:00:00,TK4
1264,2015-07-10 00:00:00,TK4
1265,2015-07-07 00:00:00,TK4
1266,2015-06-18 00:00:00,TK4
1267,2015-06-18 00:00:00,TK4
1268,2015-05-12 00:00:00,TK4
1269,2015-04-29 00:00:00,TK4
1270,2015-04-24 00:00:00,TK4
1271,2015-04-15 00:00:00,TK4
1272,2015-04-15 00:00:00,TK4
1273,2015-04-13 00:00:00,TK4
1274,2015-03-26 00:00:00,TK4
1275,2015-03-23 00:00:00,TK4
1276,2015-03-19 00:00:00,TK4
1277,2015-03-18 00:00:00,TK4
1278,2017-01-27 06:00:00,H29
1279,2017-01-24 08:00:00,H29
1280,2017-01-23 00:00:00,H29
1281,2015-03-18 00:00:00,H29
1282,2015-03-23 00:00:00,H29
1283,2015-03-30 00:00:00,H29
1284,2015-03-31 00:00:00,H29
1285,2015-05-23 00:00:00,H29
1286,2015-07-21 00:00:00,H29
1287,2015-08-20 00:00:00,H29
1288,2015-09-08 00:00:00,H29
1289,2015-10-06 00:00:00,H29
1290,2015-10-28 00:00:00,H29
1291,2015-12-02 00:00:00,H29
1292,2015-12-02 00:00:00,H29
1293,2015-12-21 00:00:00,H29
1294,2015-12-22 00:00:00,H29
1295,2016-01-11 00:00:00,H29
1296,2016-01-26 00:00:00,H29
1297,2016-02-05 00:00:00,H29
1298,2016-02-08 00:00:00,H29
1299,2016-02-29 00:00:00,H29
1300,2016-03-28 00:00:00,H29
1301,2016-04-07 00:00:00,H29
1302,2016-04-26 00:00:00,H29
1303,2016-05-11 00:00:00,H29
1304,2016-07-06 06:00:00,H29
1305,2016-07-29 13:00:00,H29
1306,2016-08-24 07:00:00,H29
1307,2016-08-25 09:15:00,H29
1308,2016-08-25 05:30:00,H29
1309,2016-08-26 13:00:00,H29
1310,2016-09-15 04:00:00,H29
1311,2016-10-18 06:30:00,H29
1312,2016-10-20 11:45:00,H29
1313,2016-10-21 14:00:00,H29
1314,2016-10-21 07:00:00,H29
1315,2016-10-24 06:00:00,H29
1316,2016-10-31 14:00:00,H29
1317,2016-10-31 05:30:00,H29
1318,2016-11-07 12:40:00,H29
1319,2016-11-07 08:00:00,H29
1320,2016-11-14 13:00:00,H29
1321,2016-11-15 06:00:00,H29
1322,2016-11-16 07:15:00,H29
1323,2016-11-21 14:00:00,H29
1324,2016-12-07 07:30:00,H29
1325,2016-12-13 04:00:00,H29
1326,2016-12-13 00:00:00,H29
1327,2017-01-03 00:00:00,H29
1328,2017-01-05 14:45:00,H29
1329,2017-01-06 08:30:00,H29
1330,2017-01-13 07:00:00,H29
1331,2016-12-01 06:00:00,I18
1332,2016-11-30 07:00:00,I18
1333,2016-11-18 00:00:00,I18
1334,2016-11-01 00:00:00,I18
1335,2016-10-25 06:00:00,I18
1336,2016-10-20 09:30:00,I18
1337,2016-10-18 15:00:00,I18
1338,2016-10-17 00:00:00,I18
1339,2016-10-12 14:00:00,I18
1340,2016-10-11 06:45:00,I18
1341,2016-10-05 10:30:00,I18
1342,2016-08-09 08:00:00,I18
1343,2016-07-22 00:00:00,I18
1344,2016-07-19 05:30:00,I18
1345,2016-07-18 10:00:00,I18
1346,2016-06-27 08:00:00,I18
1347,2016-06-11 00:00:00,I18
1348,2016-05-24 00:00:00,I18
1349,2015-03-18 00:00:00,I18
1350,2015-03-26 00:00:00,I18
1351,2015-04-01 00:00:00,I18
1352,2015-04-09 00:00:00,I18
1353,2015-04-11 00:00:00,I18
1354,2015-05-11 00:00:00,I18
1355,2015-05-12 00:00:00,I18
1356,2015-05-12 00:00:00,I18
1357,2015-05-14 00:00:00,I18
1358,2015-05-18 00:00:00,I18
1359,2015-05-18 00:00:00,I18
1360,2015-05-28 00:00:00,I18
1361,2015-06-08 00:00:00,I18
1362,2015-06-10 00:00:00,I18
1363,2015-06-15 00:00:00,I18
1364,2015-06-15 00:00:00,I18
1365,2015-07-07 00:00:00,I18
1366,2015-07-17 00:00:00,I18
1367,2015-08-15 00:00:00,I18
1368,2015-08-24 00:00:00,I18
1369,2015-08-27 00:00:00,I18
1370,2015-09-03 00:00:00,I18
1371,2015-09-04 00:00:00,I18
1372,2015-09-11 00:00:00,I18
1373,2015-09-24 00:00:00,I18
1374,2015-10-21 00:00:00,I18
1375,2015-10-28 00:00:00,I18
1376,2015-10-30 00:00:00,I18
1377,2015-10-30 00:00:00,I18
1378,2015-11-18 00:00:00,I18
1379,2015-12-18 00:00:00,I18
1380,2015-12-22 00:00:00,I18
1381,2016-01-04 00:00:00,I18
1382,2016-01-06 00:00:00,I18
1383,2016-01-07 00:00:00,I18
1384,2016-01-07 00:00:00,I18
1385,2016-01-08 00:00:00,I18
1386,2016-01-12 00:00:00,I18
1387,2016-01-13 00:00:00,I18
1388,2016-01-20 00:00:00,I18
1389,2016-01-28 00:00:00,I18
1390,2016-03-09 00:00:00,I18
1391,2016-04-01 00:00:00,I18
1392,2016-04-14 00:00:00,I18
1393,2016-04-17 00:00:00,I18
1394,2016-04-20 00:00:00,I18
1395,2016-05-05 00:00:00,I18
1396,2016-05-12 00:00:00,I18
1397,2016-05-13 00:00:00,I18
1398,2016-05-20 00:00:00,I18
1399,2017-01-26 04:00:00,H12
1400,2016-12-16 06:00:00,H12
1401,2016-12-16 15:00:00,H12
1402,2016-12-12 11:30:00,H12
1403,2016-12-06 06:00:00,H12
1404,2016-12-01 06:00:00,H12
1405,2016-11-21 12:15:00,H12
1406,2016-11-14 06:30:00,H12
1407,2016-10-31 00:00:00,H12
1408,2016-10-31 07:00:00,H12
1409,2016-10-12 14:00:00,H12
1410,2016-09-28 06:00:00,H12
1411,2016-08-25 11:30:00,H12
1412,2016-06-03 00:00:00,H12
1413,2016-06-02 09:25:00,H12
1414,2016-05-09 00:00:00,H12
1415,2016-05-03 00:00:00,H12
1416,2016-01-20 00:00:00,H12
1417,2015-10-26 00:00:00,H12
1418,2015-10-20 00:00:00,H12
1419,2015-09-18 00:00:00,H12
1420,2015-08-12 00:00:00,H12
1421,2015-08-06 00:00:00,H12
1422,2015-07-28 00:00:00,H12
1423,2015-07-01 00:00:00,H12
1424,2015-06-29 00:00:00,H12
1425,2015-06-25 00:00:00,H12
1426,2015-06-12 00:00:00,H12
1427,2015-05-26 00:00:00,H12
1428,2015-05-20 00:00:00,H12
1429,2015-05-19 00:00:00,H12
1430,2015-05-18 00:00:00,H12
1431,2015-04-14 00:00:00,H12
1432,2015-03-19 00:00:00,H12
1433,2016-06-10 06:00:00,RM227
1434,2016-04-22 00:00:00,RM227
1435,2015-10-28 00:00:00,RM227
1436,2015-06-22 00:00:00,RM227
1437,2015-03-19 00:00:00,RM227
1438,2017-01-10 06:00:00,TK3
1439,2016-11-23 00:00:00,TK3
1440,2016-11-09 09:00:00,TK3
1441,2016-08-23 06:15:00,TK3
1442,2016-08-12 09:30:00,TK3
1443,2016-06-22 06:00:00,TK3
1444,2016-06-13 06:00:00,TK3
1445,2016-05-23 00:00:00,TK3
1446,2016-05-14 00:00:00,TK3
1447,2016-05-13 00:00:00,TK3
1448,2016-04-04 00:00:00,TK3
1449,2016-04-01 00:00:00,TK3
1450,2015-12-07 00:00:00,TK3
1451,2015-12-02 00:00:00,TK3
1452,2015-10-27 00:00:00,TK3
1453,2015-09-21 00:00:00,TK3
1454,2015-08-07 00:00:00,TK3
1455,2015-04-16 00:00:00,TK3
1456,2015-03-19 00:00:00,TK3
1457,2017-01-10 13:45:00,I19
1458,2017-01-06 06:00:00,I19
1459,2017-01-06 09:00:00,I19
1460,2016-12-13 10:00:00,I19
1461,2016-12-12 09:45:00,I19
1462,2016-12-08 06:00:00,I19
1463,2016-12-08 08:00:00,I19
1464,2016-10-31 06:30:00,I19
1465,2016-10-24 06:15:00,I19
1466,2016-10-11 11:30:00,I19
1467,2016-10-11 13:00:00,I19
1468,2015-03-19 00:00:00,I19
1469,2015-03-23 00:00:00,I19
1470,2015-03-23 00:00:00,I19
1471,2015-04-17 00:00:00,I19
1472,2015-04-28 00:00:00,I19
1473,2015-04-28 00:00:00,I19
1474,2015-05-12 00:00:00,I19
1475,2015-05-12 00:00:00,I19
1476,2015-05-14 00:00:00,I19
1477,2015-05-15 00:00:00,I19
1478,2015-05-20 00:00:00,I19
1479,2015-05-28 00:00:00,I19
1480,2015-07-24 00:00:00,I19
1481,2015-08-11 00:00:00,I19
1482,2015-08-30 00:00:00,I19
1483,2015-09-02 00:00:00,I19
1484,2015-09-12 00:00:00,I19
1485,2015-09-16 00:00:00,I19
1486,2015-09-30 00:00:00,I19
1487,2015-10-05 00:00:00,I19
1488,2015-10-28 00:00:00,I19
1489,2015-10-31 00:00:00,I19
1490,2015-11-07 00:00:00,I19
1491,2015-11-18 00:00:00,I19
1492,2015-11-20 00:00:00,I19
1493,2015-12-07 00:00:00,I19
1494,2015-12-17 00:00:00,I19
1495,2016-01-06 00:00:00,I19
1496,2016-01-07 00:00:00,I19
1497,2016-01-11 00:00:00,I19
1498,2016-01-13 00:00:00,I19
1499,2016-02-02 00:00:00,I19
1500,2016-02-10 00:00:00,I19
1501,2016-03-08 00:00:00,I19
1502,2016-04-04 00:00:00,I19
1503,2016-05-02 00:00:00,I19
1504,2016-05-09 00:00:00,I19
1505,2016-06-13 15:00:00,I19
1506,2016-06-15 06:00:00,I19
1507,2016-06-30 12:00:00,I19
1508,2016-07-11 06:50:00,I19
1509,2016-07-29 13:00:00,I19
1510,2016-08-02 05:30:00,I19
1511,2016-08-12 09:30:00,I19
1512,2016-08-22 09:30:00,I19
1513,2016-09-12 14:00:00,I19
1514,2016-09-14 13:45:00,I19
