,date,machine
213,2016-12-07 00:00:00,I5
214,2016-10-31 05:30:00,I5
215,2016-10-31 05:30:00,I5
216,2016-10-26 06:00:00,I5
217,2016-10-18 10:30:00,I5
218,2016-10-05 10:30:00,I5
219,2016-10-04 09:00:00,I5
220,2015-02-27 00:00:00,I5
221,2015-03-18 00:00:00,I5
222,2015-04-16 00:00:00,I5
223,2015-04-20 00:00:00,I5
224,2015-04-21 00:00:00,I5
225,2015-05-06 00:00:00,I5
226,2015-06-25 00:00:00,I5
227,2015-06-29 00:00:00,I5
228,2015-07-06 00:00:00,I5
229,2015-08-03 00:00:00,I5
230,2015-08-04 00:00:00,I5
231,2015-08-04 00:00:00,I5
232,2015-08-05 00:00:00,I5
233,2015-08-07 00:00:00,I5
234,2015-08-08 00:00:00,I5
235,2015-08-17 00:00:00,I5
236,2015-09-15 00:00:00,I5
237,2015-09-18 00:00:00,I5
238,2015-09-25 00:00:00,I5
239,2015-09-27 00:00:00,I5
240,2015-10-05 00:00:00,I5
241,2015-10-13 00:00:00,I5
242,2015-10-30 00:00:00,I5
243,2015-11-09 00:00:00,I5
244,2015-11-16 00:00:00,I5
245,2015-11-21 00:00:00,I5
246,2015-12-02 00:00:00,I5
247,2015-12-03 00:00:00,I5
248,2015-12-08 00:00:00,I5
249,2016-01-06 00:00:00,I5
250,2016-01-23 00:00:00,I5
251,2016-02-15 00:00:00,I5
252,2016-02-25 00:00:00,I5
253,2016-03-01 00:00:00,I5
254,2016-03-18 00:00:00,I5
255,2016-04-07 00:00:00,I5
256,2016-04-18 00:00:00,I5
257,2016-05-16 00:00:00,I5
258,2016-06-02 11:30:00,I5
259,2016-06-06 06:40:00,I5
260,2016-06-09 10:15:00,I5
261,2016-06-29 13:30:00,I5
262,2016-07-28 14:00:00,I5
263,2016-07-28 11:15:00,I5
264,2016-08-04 14:30:00,I5
265,2016-08-09 06:30:00,I5
266,2016-09-09 10:50:00,I5
267,2016-09-09 10:50:00,I5
268,2016-09-17 00:00:00,I5
269,2016-09-30 08:30:00,I5
270,2017-01-23 00:00:00,I2
271,2017-01-09 10:00:00,I2
272,2017-01-05 06:30:00,I2
273,2016-12-12 11:30:00,I2
274,2016-11-28 10:00:00,I2
275,2016-11-17 06:15:00,I2
276,2016-11-16 11:00:00,I2
277,2016-11-07 08:00:00,I2
278,2016-10-31 06:00:00,I2
279,2016-10-18 06:30:00,I2
280,2016-10-18 13:00:00,I2
281,2016-10-17 00:00:00,I2
282,2016-09-12 00:00:00,I2
283,2016-08-22 06:00:00,I2
284,2016-08-16 00:00:00,I2
285,2016-08-15 06:00:00,I2
286,2016-08-11 05:30:00,I2
287,2016-07-19 05:30:00,I2
288,2016-07-11 12:00:00,I2
289,2016-07-05 12:00:00,I2
290,2016-06-27 08:00:00,I2
291,2016-06-03 08:20:00,I2
292,2016-05-16 00:00:00,I2
293,2016-05-11 00:00:00,I2
294,2016-05-02 00:00:00,I2
295,2016-05-02 00:00:00,I2
296,2016-04-18 00:00:00,I2
297,2016-04-08 00:00:00,I2
298,2016-03-25 00:00:00,I2
299,2016-03-23 00:00:00,I2
300,2016-03-15 00:00:00,I2
301,2016-03-09 00:00:00,I2
302,2016-03-03 00:00:00,I2
303,2016-02-10 00:00:00,I2
304,2016-02-10 00:00:00,I2
305,2016-02-04 00:00:00,I2
306,2016-02-03 00:00:00,I2
307,2016-02-03 00:00:00,I2
308,2016-01-29 00:00:00,I2
309,2016-01-25 00:00:00,I2
310,2016-01-22 00:00:00,I2
311,2016-01-19 00:00:00,I2
312,2016-01-12 00:00:00,I2
313,2016-01-11 00:00:00,I2
314,2016-01-11 00:00:00,I2
315,2016-01-05 00:00:00,I2
316,2015-12-22 00:00:00,I2
317,2015-12-15 00:00:00,I2
318,2015-12-10 00:00:00,I2
319,2015-02-27 00:00:00,I2
320,2015-03-02 00:00:00,I2
321,2015-03-17 00:00:00,I2
322,2015-03-23 00:00:00,I2
323,2015-03-30 00:00:00,I2
324,2015-03-30 00:00:00,I2
325,2015-04-06 00:00:00,I2
326,2015-04-09 00:00:00,I2
327,2015-04-10 00:00:00,I2
328,2015-04-23 00:00:00,I2
329,2015-04-26 00:00:00,I2
330,2015-04-27 00:00:00,I2
331,2015-05-15 00:00:00,I2
332,2015-05-19 00:00:00,I2
333,2015-05-30 00:00:00,I2
334,2015-06-16 00:00:00,I2
335,2015-06-16 00:00:00,I2
336,2015-06-19 00:00:00,I2
337,2015-06-30 00:00:00,I2
338,2015-06-30 00:00:00,I2
339,2015-06-30 00:00:00,I2
340,2015-07-09 00:00:00,I2
341,2015-07-14 00:00:00,I2
342,2015-07-14 00:00:00,I2
343,2015-07-16 00:00:00,I2
344,2015-07-20 00:00:00,I2
345,2015-07-24 00:00:00,I2
346,2015-08-04 00:00:00,I2
347,2015-08-14 00:00:00,I2
348,2015-08-21 00:00:00,I2
349,2015-08-27 00:00:00,I2
350,2015-08-28 00:00:00,I2
351,2015-08-31 00:00:00,I2
352,2015-09-03 00:00:00,I2
353,2015-09-08 00:00:00,I2
354,2015-09-16 00:00:00,I2
355,2015-09-21 00:00:00,I2
356,2015-09-22 00:00:00,I2
357,2015-09-24 00:00:00,I2
358,2015-10-08 00:00:00,I2
359,2015-10-08 00:00:00,I2
360,2015-10-19 00:00:00,I2
361,2015-10-20 00:00:00,I2
362,2015-10-28 00:00:00,I2
363,2015-11-05 00:00:00,I2
364,2015-11-13 00:00:00,I2
365,2015-11-17 00:00:00,I2
366,2015-11-18 00:00:00,I2
367,2015-11-20 00:00:00,I2
368,2015-12-04 00:00:00,I2
369,2016-09-12 06:00:00,H18
370,2016-07-15 05:45:00,H18
371,2016-03-08 00:00:00,H18
372,2016-01-26 00:00:00,H18
373,2016-01-21 00:00:00,H18
374,2015-12-11 00:00:00,H18
375,2015-12-08 00:00:00,H18
376,2015-10-01 00:00:00,H18
377,2015-08-06 00:00:00,H18
378,2015-06-25 00:00:00,H18
379,2015-06-16 00:00:00,H18
380,2015-06-12 00:00:00,H18
381,2015-04-27 00:00:00,H18
382,2015-04-17 00:00:00,H18
383,2015-02-27 00:00:00,H18
384,2017-01-30 06:00:00,I3
385,2017-01-19 06:15:00,I3
386,2017-01-17 06:15:00,I3
387,2017-01-06 06:00:00,I3
388,2016-12-20 06:00:00,I3
389,2016-12-13 06:15:00,I3
390,2016-11-28 06:00:00,I3
391,2016-11-16 11:45:00,I3
392,2016-11-01 00:00:00,I3
393,2016-10-28 00:00:00,I3
394,2016-10-27 00:00:00,I3
395,2016-10-12 14:00:00,I3
396,2016-09-09 10:50:00,I3
397,2016-09-02 00:00:00,I3
398,2016-08-30 00:00:00,I3
399,2015-02-27 00:00:00,I3
400,2015-03-21 00:00:00,I3
401,2015-03-23 00:00:00,I3
402,2015-03-31 00:00:00,I3
403,2015-03-31 00:00:00,I3
404,2015-04-13 00:00:00,I3
405,2015-04-14 00:00:00,I3
406,2015-05-11 00:00:00,I3
407,2015-05-18 00:00:00,I3
408,2015-05-18 00:00:00,I3
409,2015-05-24 00:00:00,I3
410,2015-06-06 00:00:00,I3
411,2015-06-28 00:00:00,I3
412,2015-07-07 00:00:00,I3
413,2015-08-12 00:00:00,I3
414,2015-08-14 00:00:00,I3
415,2015-08-18 00:00:00,I3
416,2015-09-09 00:00:00,I3
417,2015-09-19 00:00:00,I3
418,2015-10-08 00:00:00,I3
419,2015-10-13 00:00:00,I3
420,2015-10-20 00:00:00,I3
421,2015-11-09 00:00:00,I3
422,2015-12-01 00:00:00,I3
423,2015-12-03 00:00:00,I3
424,2016-01-08 00:00:00,I3
425,2016-01-13 00:00:00,I3
426,2016-01-18 00:00:00,I3
427,2016-01-21 00:00:00,I3
428,2016-01-26 00:00:00,I3
429,2016-02-04 00:00:00,I3
430,2016-03-03 00:00:00,I3
431,2016-03-03 00:00:00,I3
432,2016-03-19 00:00:00,I3
433,2016-03-22 00:00:00,I3
434,2016-03-24 00:00:00,I3
435,2016-03-31 00:00:00,I3
436,2016-04-01 00:00:00,I3
437,2016-04-06 00:00:00,I3
438,2016-04-13 00:00:00,I3
439,2016-04-14 00:00:00,I3
440,2016-04-15 00:00:00,I3
441,2016-04-25 00:00:00,I3
442,2016-04-26 00:00:00,I3
443,2016-05-12 00:00:00,I3
444,2016-06-20 06:00:00,I3
445,2016-06-20 06:00:00,I3
446,2016-07-22 05:30:00,I3
447,2016-08-02 05:30:00,I3
448,2016-08-22 06:15:00,I3
449,2017-01-09 07:00:00,H23
450,2016-12-23 06:00:00,H23
451,2016-12-22 06:00:00,H23
452,2016-12-21 04:00:00,H23
453,2016-12-12 13:15:00,H23
454,2016-11-01 00:00:00,H23
455,2016-10-20 10:30:00,H23
456,2016-10-18 06:30:00,H23
457,2016-09-29 11:30:00,H23
458,2016-09-26 00:00:00,H23
459,2016-09-20 07:30:00,H23
460,2016-09-16 08:15:00,H23
461,2016-08-10 15:00:00,H23
462,2016-08-01 06:00:00,H23
463,2016-07-21 09:25:00,H23
464,2016-07-15 09:00:00,H23
465,2015-02-27 00:00:00,H23
466,2015-03-19 00:00:00,H23
467,2015-03-23 00:00:00,H23
468,2015-03-27 00:00:00,H23
469,2015-04-06 00:00:00,H23
470,2015-04-27 00:00:00,H23
471,2015-05-01 00:00:00,H23
472,2015-05-02 00:00:00,H23
473,2015-05-18 00:00:00,H23
474,2015-05-20 00:00:00,H23
475,2015-06-15 00:00:00,H23
476,2015-06-29 00:00:00,H23
477,2015-06-30 00:00:00,H23
478,2015-08-07 00:00:00,H23
479,2015-08-15 00:00:00,H23
480,2015-08-24 00:00:00,H23
481,2015-08-24 00:00:00,H23
482,2015-09-03 00:00:00,H23
483,2015-09-16 00:00:00,H23
484,2015-10-03 00:00:00,H23
485,2015-10-14 00:00:00,H23
486,2015-10-19 00:00:00,H23
487,2015-10-27 00:00:00,H23
488,2015-11-30 00:00:00,H23
489,2015-12-01 00:00:00,H23
490,2015-12-16 00:00:00,H23
491,2016-01-07 00:00:00,H23
492,2016-01-11 00:00:00,H23
493,2016-01-11 00:00:00,H23
494,2016-01-11 00:00:00,H23
495,2016-01-12 00:00:00,H23
496,2016-01-14 00:00:00,H23
497,2016-01-22 00:00:00,H23
498,2016-02-08 00:00:00,H23
499,2016-02-09 00:00:00,H23
500,2016-02-10 00:00:00,H23
501,2016-02-18 00:00:00,H23
502,2016-03-01 00:00:00,H23
503,2016-03-03 00:00:00,H23
504,2016-03-16 00:00:00,H23
505,2016-04-05 00:00:00,H23
506,2016-04-07 00:00:00,H23
507,2016-04-25 00:00:00,H23
508,2016-05-09 00:00:00,H23
509,2016-05-12 00:00:00,H23
510,2016-05-17 00:00:00,H23
511,2016-05-27 00:00:00,H23
512,2016-06-03 11:50:00,H23
513,2016-06-11 00:00:00,H23
514,2016-06-14 08:20:00,H23
515,2017-01-27 06:00:00,H8
516,2016-11-07 07:30:00,H8
517,2016-11-01 06:00:00,H8
518,2016-10-21 06:30:00,H8
519,2016-10-12 09:30:00,H8
520,2016-09-29 07:00:00,H8
521,2016-09-23 06:00:00,H8
522,2016-09-22 12:45:00,H8
523,2016-08-26 00:00:00,H8
524,2016-08-24 07:30:00,H8
525,2016-08-23 06:00:00,H8
526,2016-08-16 06:30:00,H8
527,2016-08-11 05:00:00,H8
528,2016-08-03 11:30:00,H8
529,2016-08-01 06:00:00,H8
530,2016-07-14 07:30:00,H8
531,2016-06-24 00:00:00,H8
532,2016-06-23 06:30:00,H8
533,2016-06-08 14:00:00,H8
534,2016-06-06 06:00:00,H8
535,2016-06-03 06:00:00,H8
536,2015-02-27 00:00:00,H8
537,2015-03-17 00:00:00,H8
538,2015-03-19 00:00:00,H8
539,2015-03-26 00:00:00,H8
540,2015-03-31 00:00:00,H8
541,2015-04-20 00:00:00,H8
542,2015-05-11 00:00:00,H8
543,2015-05-19 00:00:00,H8
544,2015-05-28 00:00:00,H8
545,2015-06-10 00:00:00,H8
546,2015-07-07 00:00:00,H8
547,2015-07-07 00:00:00,H8
548,2015-07-08 00:00:00,H8
549,2015-07-09 00:00:00,H8
550,2015-07-22 00:00:00,H8
551,2015-07-29 00:00:00,H8
552,2015-08-04 00:00:00,H8
553,2015-08-13 00:00:00,H8
554,2015-08-14 00:00:00,H8
555,2015-09-11 00:00:00,H8
556,2015-09-23 00:00:00,H8
557,2015-10-23 00:00:00,H8
558,2015-11-03 00:00:00,H8
559,2015-11-20 00:00:00,H8
560,2015-12-07 00:00:00,H8
561,2015-12-07 00:00:00,H8
562,2015-12-08 00:00:00,H8
563,2015-12-08 00:00:00,H8
564,2015-12-09 00:00:00,H8
565,2015-12-10 00:00:00,H8
566,2015-12-12 00:00:00,H8
567,2015-12-21 00:00:00,H8
568,2015-12-22 00:00:00,H8
569,2016-01-27 00:00:00,H8
570,2016-01-29 00:00:00,H8
571,2016-02-12 00:00:00,H8
572,2016-02-18 00:00:00,H8
573,2016-02-19 00:00:00,H8
574,2016-03-10 00:00:00,H8
575,2016-04-04 00:00:00,H8
576,2016-04-04 00:00:00,H8
577,2016-04-05 00:00:00,H8
578,2016-04-07 00:00:00,H8
579,2016-04-26 00:00:00,H8
580,2016-05-02 00:00:00,H8
581,2016-05-03 00:00:00,H8
582,2016-05-11 00:00:00,H8
583,2016-05-13 00:00:00,H8
584,2016-06-01 09:30:00,H8
585,2016-06-01 09:00:00,H8
586,2016-02-22 00:00:00,QA
587,2015-09-16 00:00:00,QA
588,2015-02-27 00:00:00,QA
589,2017-01-17 10:00:00,H33
590,2016-12-19 00:00:00,H33
591,2016-11-29 00:00:00,H33
592,2016-11-08 12:15:00,H33
593,2015-02-27 00:00:00,H33
594,2015-03-23 00:00:00,H33
595,2015-03-24 00:00:00,H33
596,2015-03-27 00:00:00,H33
597,2015-03-31 00:00:00,H33
598,2015-03-31 00:00:00,H33
599,2015-03-31 00:00:00,H33
600,2015-04-03 00:00:00,H33
601,2015-04-10 00:00:00,H33
602,2015-04-13 00:00:00,H33
603,2015-04-13 00:00:00,H33
604,2015-04-14 00:00:00,H33
605,2015-04-16 00:00:00,H33
606,2015-04-28 00:00:00,H33
607,2015-05-15 00:00:00,H33
608,2015-05-21 00:00:00,H33
609,2015-06-19 00:00:00,H33
610,2015-06-22 00:00:00,H33
611,2015-06-29 00:00:00,H33
612,2015-07-30 00:00:00,H33
613,2015-08-03 00:00:00,H33
614,2015-08-05 00:00:00,H33
615,2015-09-09 00:00:00,H33
616,2015-09-09 00:00:00,H33
617,2015-09-26 00:00:00,H33
618,2015-10-07 00:00:00,H33
619,2015-10-22 00:00:00,H33
620,2015-11-11 00:00:00,H33
621,2015-12-10 00:00:00,H33
622,2016-01-06 00:00:00,H33
623,2016-01-15 00:00:00,H33
624,2016-01-21 00:00:00,H33
625,2016-01-22 00:00:00,H33
626,2016-02-25 00:00:00,H33
627,2016-05-24 00:00:00,H33
628,2016-06-08 10:45:00,H33
629,2016-06-13 06:00:00,H33
630,2016-06-22 11:15:00,H33
631,2016-06-28 10:15:00,H33
632,2016-07-22 13:45:00,H33
633,2016-07-30 06:00:00,H33
634,2016-08-01 14:00:00,H33
635,2016-08-04 11:30:00,H33
636,2016-08-22 09:00:00,H33
637,2016-09-19 06:00:00,H33
638,2016-09-27 08:30:00,H33
639,2016-10-03 08:00:00,H33
640,2016-10-04 12:00:00,H33
641,2016-10-13 11:30:00,H33
642,2016-11-02 05:00:00,H33
643,2017-01-27 06:00:00,I6
644,2017-01-16 06:15:00,I6
645,2016-12-02 06:00:00,I6
646,2016-12-01 00:00:00,I6
647,2016-11-22 06:15:00,I6
648,2016-08-15 06:00:00,I6
649,2016-07-26 14:30:00,I6
650,2016-07-25 14:30:00,I6
651,2016-07-21 13:30:00,I6
652,2016-07-20 08:45:00,I6
653,2016-07-16 06:00:00,I6
654,2016-07-15 06:30:00,I6
655,2016-06-01 00:00:00,I6
656,2016-05-31 00:00:00,I6
657,2016-05-02 00:00:00,I6
658,2016-02-24 00:00:00,I6
659,2016-01-14 00:00:00,I6
660,2015-12-07 00:00:00,I6
661,2015-11-09 00:00:00,I6
662,2015-11-03 00:00:00,I6
663,2015-10-21 00:00:00,I6
664,2015-10-21 00:00:00,I6
665,2015-10-21 00:00:00,I6
666,2015-10-21 00:00:00,I6
667,2015-09-24 00:00:00,I6
668,2015-09-08 00:00:00,I6
669,2015-08-13 00:00:00,I6
670,2015-08-06 00:00:00,I6
671,2015-08-05 00:00:00,I6
672,2015-07-15 00:00:00,I6
673,2015-07-13 00:00:00,I6
674,2015-06-11 00:00:00,I6
675,2015-04-09 00:00:00,I6
676,2015-04-09 00:00:00,I6
677,2015-04-06 00:00:00,I6
678,2015-03-26 00:00:00,I6
679,2015-03-23 00:00:00,I6
680,2015-03-02 00:00:00,I6
681,2016-12-23 11:30:00,A69
682,2016-12-12 11:30:00,A69
683,2016-10-14 00:00:00,A69
684,2016-09-06 00:00:00,A69
685,2016-08-11 06:00:00,A69
686,2016-07-01 06:00:00,A69
687,2016-05-31 00:00:00,A69
688,2016-05-23 00:00:00,A69
689,2016-03-15 00:00:00,A69
690,2015-03-02 00:00:00,A69
691,2017-01-30 06:00:00,H10
692,2017-01-27 08:30:00,H10
693,2017-01-26 05:45:00,H10
694,2017-01-25 05:45:00,H10
695,2017-01-24 10:45:00,H10
696,2017-01-20 06:00:00,H10
697,2017-01-19 09:45:00,H10
698,2017-01-18 06:30:00,H10
699,2017-01-12 06:00:00,H10
700,2017-01-12 10:15:00,H10
701,2017-01-09 06:00:00,H10
702,2017-01-04 12:15:00,H10
703,2017-01-03 06:30:00,H10
704,2017-01-03 11:45:00,H10
705,2016-12-22 10:00:00,H10
706,2016-12-19 10:30:00,H10
707,2016-12-13 14:00:00,H10
708,2016-12-08 00:00:00,H10
709,2016-12-07 07:30:00,H10
710,2016-11-29 10:45:00,H10
711,2016-11-21 06:00:00,H10
712,2015-03-02 00:00:00,H10
713,2015-03-16 00:00:00,H10
714,2015-04-06 00:00:00,H10
715,2015-04-10 00:00:00,H10
716,2015-05-15 00:00:00,H10
717,2015-06-29 00:00:00,H10
718,2015-07-29 00:00:00,H10
719,2015-08-07 00:00:00,H10
720,2015-08-19 00:00:00,H10
721,2015-08-24 00:00:00,H10
722,2015-08-25 00:00:00,H10
723,2015-09-01 00:00:00,H10
724,2015-09-17 00:00:00,H10
725,2015-09-24 00:00:00,H10
726,2015-10-29 00:00:00,H10
727,2015-10-30 00:00:00,H10
728,2015-11-10 00:00:00,H10
729,2015-11-13 00:00:00,H10
730,2015-11-16 00:00:00,H10
731,2015-11-17 00:00:00,H10
732,2015-11-30 00:00:00,H10
733,2015-11-30 00:00:00,H10
734,2015-12-15 00:00:00,H10
735,2016-01-22 00:00:00,H10
736,2016-01-25 00:00:00,H10
737,2016-02-10 00:00:00,H10
738,2016-02-10 00:00:00,H10
739,2016-02-11 00:00:00,H10
740,2016-02-11 00:00:00,H10
741,2016-02-15 00:00:00,H10
742,2016-02-18 00:00:00,H10
743,2016-02-27 00:00:00,H10
744,2016-02-29 00:00:00,H10
745,2016-04-25 00:00:00,H10
746,2016-06-23 12:00:00,H10
747,2016-07-15 11:00:00,H10
748,2016-07-18 09:00:00,H10
749,2016-07-27 07:15:00,H10
750,2016-07-28 05:30:00,H10
751,2016-08-12 09:30:00,H10
752,2016-08-22 10:00:00,H10
753,2016-08-26 07:30:00,H10
754,2016-09-08 00:00:00,H10
755,2016-09-09 12:40:00,H10
756,2016-09-12 06:00:00,H10
757,2016-09-14 05:45:00,H10
758,2016-11-08 10:00:00,H10
759,2016-11-09 08:45:00,H10
760,2016-11-14 06:30:00,H10
761,2016-11-21 12:15:00,H10
762,2017-01-05 06:30:00,H20
763,2016-12-20 11:15:00,H20
764,2016-12-06 06:00:00,H20
765,2016-11-23 00:00:00,H20
766,2016-10-29 06:00:00,H20
767,2016-10-28 14:00:00,H20
768,2016-10-26 00:00:00,H20
769,2016-10-24 07:30:00,H20
770,2016-10-12 06:15:00,H20
771,2016-08-19 06:15:00,H20
772,2016-08-17 06:30:00,H20
773,2016-08-17 13:45:00,H20
774,2016-08-15 06:30:00,H20
775,2016-07-15 05:45:00,H20
776,2016-07-14 05:30:00,H20
