0,tag 83340
1,tag 83332
2,bm1 op 10a replace pump pump motor
3,bm1 op 10c replace pump pump motor
4,bm2 op 10a replace pump pump motor
5,bm2 op 10b replace pump pump motor
6,bm2 op 10c replace pump pump motor
7,op 1245 test long socket
8,op 1065 investigate sticky brake retract
9,op 1140 investigate repair z_axis damage
10,bk m2 op20b spindle deublin_union install
11,change plan from_ott style_couple new deublin_style couple
12,el install cable deublin connection block
13,op 2650 install permanent comm cable hmi
14,artifact_engine pallet
15,artifact_engine pallet
16,tag 83343
17,bm2 op 20 install z_axis cover
18,bm2 op 140 install light fixture
19,op 1245 install orginal 90 degree connector wiring
20,measurement weekend work
21,investigate diverter wiring op 2140
22,damage anti backup dog
23,bm1 op 30b change mach probe hit pt
24,op 70a replace axis cat trac
25,tag 83335
26,shop_work
27,op 1100 install_new style error_proof detail duplicate job
28,bm1 op 30b create_new eta
29,tag
30,bm2 op 20b install cable spindle deublin
31,43120 43130_gen v block head_one verification
32,bm2 op 10b glass crack double door
33,bm2 op 100 main panel latch retrofit
34,bm1 op 100 main panel latch retrofit
35,bm1 op 140 main panel latch retrofit
36,bm2 op 140 main panel latch retrofit
37,op 2695 lift_table hard turn
38,turntable trouble
39,43120 43430 spindle change_procedure comau_urane new version high_risk review 160601 kunan
40,bm1 op 220b winerack door close properly cause chip_buildup
41,check spindle runout
42,check spindle runout
43,check spindle runout
44,check spindle runout
45,check spindle runout
46,check spindle runout
47,inspect camera stand
48,op 1095 replace error_proof nest detail
49,op 1115 replace error_proof nest detail
50,op 1120 replace error_proof nest detail
51,op 1375 hand control stick
52,op 1100 replace error_proof nest detail
53,yellow tag pallet
54,bm1 op 40 c create_new eta
55,1605_rgv
56,shop_work
57,tag 83336
58,rgv
59,shop_work
60,60/40_lo
61,bm1 op 300_washer replace lance station shock
62,conduct nc drive backup machine complete
63,op 1605_rgv check stop spring shock
64,bm1 op 300 replace reiku assembly
65,attachment
66,lockout machine forget test
67,robot position location ease -PRON- access job
68,bm2 op 50 robot replace eoat v rail roller
69,test eoat gripper repair complete
71,op 1090 add new light piston camera
72,yellow tag pallet 244
73,bm2 op 40 b repair auger assembly
74,op 1085 1120 secure cable tray cover
75,op1520 crash prevention
76,yellow use tag pallet repair
77,tag 80108
78,panel audit- follow_up attach ecl placard
79,holder datum_bolt reader require
80,q_c conveyor bypass
81,bm2 op 220a inspect elect panel component
82,red tag use hospital cart
83,machine comp panrail spec
84,op 1315 align patch plug ep laser add target
85,attahced procedure
86,bm2 op 300 replace boll_filter dump valve
87,op 1000 camera improve stability
88,spare rfid holder require 1450 1460
89,op 1195 exhaust fan noisey change fan
90,yellow tag pallet 241
91,shop_work
92,op 1320 improve torque reaction prevent cracked sensor
93,air leak replace line
94,43120 43130_gen v block head_one verification
95,bm2 op 10 assist p_f
96,op 1105 add new light piston camera
97,yellow tag pallet repair
98,op 1180 check adjust spindle alignment
99,bm2 op 290 replace 3 intra gauge cable
100,op 1605_rgv install spacer stopper shaft spring
101,op 3060_rgv install spacer stopper shaft spring
102,shop_work
103,bm2 op 300 remove vacuum pump oil heat_exchanger
104,shop_work pallet repair
105,shop_work
106,disconnected medium motor disabled fault logic
107,op 1180 inspect replace spring
108,bm1 op 300 replace barne filter chain assembly
109,43120 43130_gen v block head_one verification
110,43120 43130_gen v block head_one verification
111,43120 43130_gen v block head generic spec 1 5_25
112,replace fixture clamp machine probe require
113,tr_request tlst_cut block cmm_hand gauge
114,tr_when in_spec notify_toolsetter
115,tr_return work_order maintenance_group leader
116,perform audit
117,verification check 1st_5th 25th
118,return_w o_after verification signoff
