	cls	score	score_best
clear	6	0.002873385955957975	0.010497675650441579
clean	6	0.001870717488312569	0.010497675650441579
clearing	6	0.000714085935838478	0.010497675650441579
cleanout	6	0.0002413927883369846	0.010497675650441579
cleard	6	0.00024097117773368875	0.010497675650441579
clearance	6	0.00012571264310997038	0.010497675650441579
table	-1	0.010452912507923325	0.010452912507923325
loader	-1	0.010274107658576417	0.010274107658576417
completed	7	0.010002424720740598	0.010002424720740598
complete	7	0.0016041925708817943	0.010002424720740598
completing	7	0.0014921926384334266	0.010002424720740598
completely	7	0.00035561505886083715	0.010002424720740598
completd	7	0.00010937421886396169	0.010002424720740598
completeing	7	0.00010936431780257854	0.010002424720740598
issue	-1	0.009990384219330885	0.009990384219330885
power	-1	0.009764984798849572	0.009764984798849572
charged	8	0.009679346794639122	0.009679346794639122
charge	8	0.0042444508024222635	0.009679346794639122
change	8	0.004221350279040593	0.009679346794639122
channel	8	0.0015898001438237935	0.009679346794639122
changed	8	0.0007023625743635542	0.009679346794639122
changes	8	0.00021731412543660403	0.009679346794639122
changer	8	0.0002137992082031032	0.009679346794639122
charging	8	0.00012786798069192303	0.009679346794639122
chatged	8	0.0001276956442408801	0.009679346794639122
channels	8	0.00012631847658244204	0.009679346794639122
charges	8	0.0001262115601429058	0.009679346794639122
drive	-1	0.009649826916790533	0.009649826916790533
base	-1	0.009635921097348583	0.009635921097348583
cable	-1	0.009510176198695782	0.009510176198695782
tool	9	0.008880124864470755	0.008880124864470755
took	9	0.0007458834895283827	0.008880124864470755
tools	9	0.0005880365349006172	0.008880124864470755
tool2	9	0.0001368283354743123	0.008880124864470755
toot	9	0.00013606984122994592	0.008880124864470755
30bar	-1	0.008844936760460642	0.008844936760460642
rebuilt	-1	0.008786094843855017	0.008786094843855017
bad	-1	0.00871779833019742	0.00871779833019742
oil	-1	0.00863063816561467	0.00863063816561467
head	-1	0.008565096996949339	0.008565096996949339
ok	-1	0.00853521123882749	0.00853521123882749
air	-1	0.008410563054965988	0.008410563054965988
iemca	-1	0.00821949517367796	0.00821949517367796
control	10	0.008207016813464982	0.008207016813464982
controller	10	0.003300051800874746	0.008207016813464982
controler	10	0.00041730954519290567	0.008207016813464982
controls	10	0.00010674850213766848	0.008207016813464982
controlled	10	0.00010533522896350008	0.008207016813464982
controlable	10	0.00010524378414255473	0.008207016813464982
contoller	10	0.00010501212808818196	0.008207016813464982
contoler	10	0.00010405704310017966	0.008207016813464982
contorller	10	0.00010400597054053817	0.008207016813464982
worn	35	0.008066239751603017	0.008066239751603017
work	35	0.001725360643610212	0.008066239751603017
worked	35	0.0003984518333121993	0.008066239751603017
worm	35	0.0002926294576020432	0.008066239751603017
works	35	0.00014265772273482265	0.008066239751603017
swapped	-1	0.008020212393437238	0.008020212393437238
hp	-1	0.00789601441240829	0.00789601441240829
feed	-1	0.00787525000919909	0.00787525000919909
belt	-1	0.007751416510678541	0.007751416510678541
breaker	11	0.007751371599173657	0.007751371599173657
breaking	11	0.0009030291486749307	0.007751371599173657
break	11	0.0004572904604608331	0.007751371599173657
breakage	11	0.00022347435493593457	0.007751371599173657
breakdown	11	7.791472228015763e-05	0.007751371599173657
breakers	11	7.791472228015763e-05	0.007751371599173657
clamp	-1	0.007739609670196008	0.007739609670196008
saw	-1	0.007665164543618233	0.007665164543618233
level	-1	0.007653446266220211	0.007653446266220211
low	-1	0.007555969376925458	0.007555969376925458
prox	-1	0.007538750817994586	0.007538750817994586
line	12	0.007490669685990733	0.007490669685990733
lines	12	0.0017314957498902714	0.007490669685990733
linear	12	0.0009009384525948452	0.007490669685990733
link	12	0.0008999711472176696	0.007490669685990733
links	12	0.0005313239428019409	0.007490669685990733
lined	12	0.00019213484791986488	0.007490669685990733
liner	12	0.00019185619883412594	0.007490669685990733
liners	12	0.0001900961669169234	0.007490669685990733
axis	-1	0.007489182859840071	0.007489182859840071
chain	-1	0.007437869369073693	0.007437869369073693
st2	-1	0.0074058215836766686	0.0074058215836766686
turret	-1	0.0073293720364539195	0.0073293720364539195
clutch	-1	0.006820957226655711	0.006820957226655711
collet	13	0.006808801418947929	0.006808801418947929
collector	13	0.0014803957539355327	0.006808801418947929
collets	13	0.0012559582269389628	0.006808801418947929
collar	13	0.000244374801505152	0.006808801418947929
collant	13	0.0002427410182976601	0.006808801418947929
collel	13	0.00010916178607592726	0.006808801418947929
collars	13	0.00010902473448356008	0.006808801418947929
brush	14	0.006786858976387743	0.006786858976387743
brushing	14	0.005986643108582715	0.006786858976387743
bruch	14	8.401071796495338e-05	0.006786858976387743
brushes	14	8.401071796495338e-05	0.006786858976387743
brushiing	14	8.401071796495338e-05	0.006786858976387743
brusjing	14	8.374309030085817e-05	0.006786858976387743
filter	-1	0.006764589269223352	0.006764589269223352
flow	-1	0.00672420875893179	0.00672420875893179
jammed	-1	0.0066972412762948815	0.0066972412762948815
tank	-1	0.0065911395356436555	0.0065911395356436555
position	-1	0.006379876329387481	0.006379876329387481
inverter	-1	0.006256738988695292	0.006256738988695292
hose	-1	0.006189491351306666	0.006189491351306666
stuck	-1	0.006090401420140938	0.006090401420140938
drill	-1	0.006005006913519939	0.006005006913519939
end	-1	0.005992633495648454	0.005992633495648454
index	15	0.005919690739065032	0.005919690739065032
indexing	15	0.003913130266964057	0.005919690739065032
indexer	15	0.0013631438206995856	0.005919690739065032
indexed	15	0.0003808051252036231	0.005919690739065032
indexers	15	0.00037065804515328427	0.005919690739065032
indexes	15	0.00019715215176747063	0.005919690739065032
hyd	-1	0.005857371953235583	0.005857371953235583
main	-1	0.005814218089379962	0.005814218089379962
replace	-1	0.005776743932649873	0.005776743932649873
needs	-1	0.0057308281465663705	0.0057308281465663705
loading	-1	0.005642705497298354	0.005642705497298354
missing	-1	0.005633788321717136	0.005633788321717136
vogel	-1	0.005529331114933253	0.005529331114933253
fuse	-1	0.005516239719386449	0.005516239719386449
connection	16	0.005476750613582958	0.005476750613582958
connector	16	0.0017002812667316026	0.005476750613582958
connections	16	0.0012482988770309148	0.005476750613582958
connected	16	0.0010908028397548302	0.005476750613582958
connect	16	0.0005967618212440477	0.005476750613582958
connectors	16	0.00043153540987053647	0.005476750613582958
connecting	16	0.00036071999338634466	0.005476750613582958
connectin	16	0.00010501212808818196	0.005476750613582958
connectionat	16	0.00010501212808818196	0.005476750613582958
connectivity	16	0.00010501212808818196	0.005476750613582958
connects	16	0.00010491380801531475	0.005476750613582958
wire	-1	0.005356391109902529	0.005356391109902529
alarms	-1	0.0052642334613686986	0.0052642334613686986
overload	17	0.005253884595776486	0.005253884595776486
overtime	17	0.0014519049332020998	0.005253884595776486
overheating	17	0.0006970602621533577	0.005253884595776486
overheat	17	0.0006922498924789313	0.005253884595776486
overtravel	17	0.0005618274669762357	0.005253884595776486
overtemp	17	0.0005542120264496185	0.005253884595776486
overhead	17	0.0005445525204356365	0.005253884595776486
overlaod	17	0.00027935101573227947	0.005253884595776486
overlapping	17	0.0002792151804021652	0.005253884595776486
overloads	17	0.0002787282124527064	0.005253884595776486
overtightened	17	0.00027870890816403016	0.005253884595776486
reported	18	0.005239148012364136	0.005239148012364136
reporting	18	0.0016222054009346826	0.005239148012364136
reports	18	0.0007991983067530653	0.005239148012364136
report	18	0.000470838844672439	0.005239148012364136
reportedly	18	8.401071796495338e-05	0.005239148012364136
stripped	-1	0.005231268660862234	0.005231268660862234
contactor	19	0.005181721824075972	0.005181721824075972
contact	19	0.0007600210929668748	0.005181721824075972
contactors	19	0.00035958299338072517	0.005181721824075972
contacor	19	0.0002442757470873212	0.005181721824075972
contacting	19	0.00024415030919695195	0.005181721824075972
contacts	19	0.0002439097781896844	0.005181721824075972
containment	19	0.0002439097781896844	0.005181721824075972
contaminated	19	0.00024378904399799143	0.005181721824075972
contacted	19	0.00010436139782321686	0.005181721824075972
contamination	19	0.00010435137393289896	0.005181721824075972
shaft	-1	0.0051207492320263165	0.0051207492320263165
lp	-1	0.005118463584270356	0.005118463584270356
damaged	-1	0.005117959097719995	0.005117959097719995
set	-1	0.005105560454401672	0.005105560454401672
running	-1	0.005101770875869972	0.005101770875869972
wheel	-1	0.0050977908052247806	0.0050977908052247806
forward	-1	0.005088527205077765	0.005088527205077765
return	-1	0.004924542389339001	0.004924542389339001
fitting	-1	0.004906098094014665	0.004906098094014665
cycle	-1	0.004883981447242713	0.004883981447242713
failure	-1	0.00476105948167609	0.00476105948167609
ordered	-1	0.004727239131566007	0.004727239131566007
online	-1	0.0046866453987755375	0.0046866453987755375
tripping	-1	0.004611145670709289	0.004611145670709289
stop	-1	0.004531918094412932	0.004531918094412932
cylinder	-1	0.004529452547602696	0.004529452547602696
lube	-1	0.004513977980254525	0.004513977980254525
solenoid	-1	0.0044315044590168525	0.0044315044590168525
load	-1	0.004417045224213105	0.004417045224213105
rebuild	-1	0.004353632746154295	0.004353632746154295
detector	20	0.004285696555316475	0.004285696555316475
detection	20	0.003220210049043453	0.004285696555316475
detect	20	0.0007159781608136431	0.004285696555316475
detected	20	0.00019111836034207803	0.004285696555316475
detecting	20	0.00011166042262697275	0.004285696555316475
detections	20	0.00011166042262697275	0.004285696555316475
door	-1	0.00427828832802463	0.00427828832802463
plug	-1	0.004221405457910649	0.004221405457910649
feeder	-1	0.004211012737229141	0.004211012737229141
50bar	-1	0.004152462824130291	0.004152462824130291
chips	-1	0.004126354677997228	0.004126354677997228
track	21	0.0041048300503351365	0.0041048300503351365
traced	21	0.0008356166552595573	0.0041048300503351365
tracking	21	0.0005492378429031589	0.0041048300503351365
tracks	21	0.00026557024970605983	0.0041048300503351365
trace	21	0.00013659945731191303	0.0041048300503351365
spare	47	0.004090790956992274	0.004090790956992274
spares	47	0.00025624020210014226	0.004090790956992274
sparked	47	0.0001708667754842647	0.004090790956992274
sparking	47	0.00017086247289979425	0.004090790956992274
spark	47	0.00016841622469199787	0.004090790956992274
ruptured	-1	0.00405177992461081	0.00405177992461081
speed	-1	0.004014196438887235	0.004014196438887235
jam	-1	0.0039842647201013695	0.0039842647201013695
offload	-1	0.003982988890985529	0.003982988890985529
transport	22	0.003941283123110447	0.003941283123110447
transition	22	0.0003811774745550587	0.003941283123110447
transformer	22	0.00037060640802050356	0.003941283123110447
transfer	22	0.0003702625438613915	0.003941283123110447
transor	22	0.00027263134966482353	0.003941283123110447
transmission	22	0.00015187609731344133	0.003941283123110447
tranport	22	0.00013328854417434866	0.003941283123110447
transportgripper	22	0.0001301200296852454	0.003941283123110447
transporter	22	0.0001300974004841425	0.003941283123110447
transformers	22	0.00013003993019965277	0.003941283123110447
housing	-1	0.0039395788764884304	0.0039395788764884304
seals	23	0.0038760746763499563	0.0038760746763499563
seal	23	0.0034053982029250487	0.0038760746763499563
seated	23	0.0004465942005021872	0.0038760746763499563
seat	23	0.0003036274860951048	0.0038760746763499563
sealer	23	0.00029468168148282013	0.0038760746763499563
sealscompleted	23	9.919961577296201e-05	0.0038760746763499563
sealers	23	9.919961577296201e-05	0.0038760746763499563
sealed	23	9.896016009224674e-05	0.0038760746763499563
gear	-1	0.0038663517480428374	0.0038663517480428374
checked	-1	0.0038612701885589076	0.0038612701885589076
cut	-1	0.003846065987916483	0.003846065987916483
auto	-1	0.003835323655416508	0.003835323655416508
cnc	-1	0.003814419797397389	0.003814419797397389
pin	-1	0.0038089030843776552	0.0038089030843776552
module	-1	0.003759658637075888	0.003759658637075888
blown	-1	0.0037476058507293617	0.0037476058507293617
nok	-1	0.003739037304715528	0.003739037304715528
station	-1	0.0037117585177938684	0.0037117585177938684
st6	-1	0.0036666817837100432	0.0036666817837100432
st3	-1	0.003605472081970807	0.003605472081970807
bearing	-1	0.0035888910214726026	0.0035888910214726026
install	-1	0.0035772869532263787	0.0035772869532263787
st5	-1	0.003556859545633009	0.003556859545633009
tightened	-1	0.0035462455572904837	0.0035462455572904837
st12	24	0.003543827481857416	0.003543827481857416
st10	24	0.0035364402590010178	0.003543827481857416
st11	24	0.003494227244571522	0.003543827481857416
st14	24	0.0009194593844175728	0.003543827481857416
st1	24	0.0009108222310863425	0.003543827481857416
st13	24	0.0004308560804542867	0.003543827481857416
st10v	24	0.00015334617608807506	0.003543827481857416
st16	24	0.0001522566865385026	0.003543827481857416
st15	24	0.000152020426723247	0.003543827481857416
st14v	24	0.00015201198954954836	0.003543827481857416
pulley	25	0.003506223804470268	0.003506223804470268
pulled	25	0.0014802755619220298	0.003506223804470268
pulleys	25	0.0006800601417602508	0.003506223804470268
pully	25	0.000333060484803252	0.003506223804470268
pull	25	0.00010719046891770356	0.003506223804470268
12	-1	0.0034683067142946234	0.0034683067142946234
pack	-1	0.003450532637523083	0.003450532637523083
rear	26	0.003449330702356421	0.003449330702356421
ready	26	0.001922969210220475	0.003449330702356421
read	26	0.00033415730289350267	0.003449330702356421
ream	26	0.00012789285510654796	0.003449330702356421
reamer	26	0.0001274740334362832	0.003449330702356421
reay	26	0.00012658457795816332	0.003449330702356421
rears	26	0.00012631847658244204	0.003449330702356421
limit	-1	0.0034417768974799212	0.0034417768974799212
xd	-1	0.003410031666294654	0.003410031666294654
aligned	27	0.0033929236287674187	0.0033929236287674187
alignment	27	0.0015907789211079815	0.0033929236287674187
align	27	0.00044450100778836693	0.0033929236287674187
aligning	27	0.00022966770448907251	0.0033929236287674187
alignments	27	9.424096370031802e-05	0.0033929236287674187
electrical	-1	0.0033822935467497373	0.0033822935467497373
steve	-1	0.0033630621651278398	0.0033630621651278398
time	-1	0.0033263349122827344	0.0033263349122827344
spindles	-1	0.0033238699774123257	0.0033238699774123257
screws	-1	0.0033051146184105854	0.0033051146184105854
shut	-1	0.0032798116949876014	0.0032798116949876014
actuator	28	0.0032625123990026295	0.0032625123990026295
actual	28	0.0010680707570373323	0.0032625123990026295
actuators	28	0.0003576013845358832	0.0032625123990026295
actuated	28	0.0001985750367899155	0.0032625123990026295
actually	28	0.0001601029342514276	0.0032625123990026295
actuates	28	0.00015937294582954708	0.0032625123990026295
actuating	28	0.00015616745442637362	0.0032625123990026295
reinstalled	-1	0.0032584300741041053	0.0032584300741041053
pendant	-1	0.003244752528340631	0.003244752528340631
travel	29	0.0031919845597572155	0.0031919845597572155
travelling	29	0.000272645468201076	0.0031919845597572155
traversing	29	0.0001307973717315661	0.0031919845597572155
traverse	29	0.00013067617255722812	0.0031919845597572155
travellers	29	0.00013027586520368954	0.0031919845597572155
traveller	29	0.0001302181632317746	0.0031919845597572155
traveling	29	0.00013015085218294673	0.0031919845597572155
traveler	29	0.00013015085218294673	0.0031919845597572155
turned	-1	0.003173701882384354	0.003173701882384354
added	-1	0.0031124908685882897	0.0031124908685882897
st8	-1	0.003090743154169677	0.003090743154169677
lock	-1	0.003050478077131079	0.003050478077131079
ot	-1	0.0030466449212541097	0.0030466449212541097
slide	-1	0.0030282171625241818	0.0030282171625241818
encoder	-1	0.002969076966165925	0.002969076966165925
wiring	-1	0.0029676439423819245	0.0029676439423819245
bolt	-1	0.002953040692836547	0.002953040692836547
gripper	-1	0.0029452657547388537	0.0029452657547388537
stock	-1	0.0028902749289887804	0.0028902749289887804
start	30	0.0028868823798328166	0.0028868823798328166
starter	30	0.0022411028587483737	0.0028868823798328166
started	30	0.0018984075227418914	0.0028868823798328166
starting	30	0.0005975344110823382	0.0028868823798328166
starts	30	0.00042694751013703434	0.0028868823798328166
starters	30	0.0002497572918220954	0.0028868823798328166
startion	30	0.00015928716236840736	0.0028868823798328166
dropping	-1	0.0028781909694975748	0.0028781909694975748
causing	-1	0.002865221817169273	0.002865221817169273
cycled	-1	0.002834494808902598	0.002834494808902598
returned	-1	0.0028342697610970425	0.0028342697610970425
fan	-1	0.002795640502722012	0.002795640502722012
pick	-1	0.0027905047161421717	0.0027905047161421717
shift	-1	0.002781324308980501	0.002781324308980501
plate	-1	0.002772106962123317	0.002772106962123317
issues	-1	0.0027679302218049325	0.0027679302218049325
open	-1	0.00275931009806064	0.00275931009806064
clamping	-1	0.0027249165461549997	0.0027249165461549997
st4	-1	0.0027248827348546867	0.0027248827348546867
pusher	-1	0.0026855812697886105	0.0026855812697886105
25bar	-1	0.0026833185190342024	0.0026833185190342024
st7	-1	0.002681570618586301	0.002681570618586301
threading	31	0.0026782101484805827	0.0026782101484805827
thread	31	0.0008047696222637058	0.0026782101484805827
threads	31	0.0005643595421513841	0.0026782101484805827
threaded	31	0.00030365214427614416	0.0026782101484805827
threader	31	0.0001338478842324279	0.0026782101484805827
cooling	-1	0.0026774421553812447	0.0026774421553812447
wont	-1	0.002677016557465429	0.002677016557465429
play	-1	0.002650397063962942	0.002650397063962942
major	-1	0.0026501505391179933	0.0026501505391179933
feeding	-1	0.002647188198005622	0.002647188198005622
counter	-1	0.00263556481124804	0.00263556481124804
high	-1	0.002630229848215568	0.002630229848215568
tag	-1	0.002628868170446768	0.002628868170446768
used	-1	0.0026127879132890187	0.0026127879132890187
coil	-1	0.0025602812610612167	0.0025602812610612167
airline	-1	0.002551709973602815	0.002551709973602815
lead	-1	0.002546039216426381	0.002546039216426381
tube	-1	0.0025438429037050905	0.0025438429037050905
swap	-1	0.0025116291767021174	0.0025116291767021174
rod	-1	0.002501812239890627	0.002501812239890627
corrected	32	0.002500440547080036	0.002500440547080036
correct	32	0.0012114316013426515	0.002500440547080036
correctly	32	0.0007340121250285846	0.002500440547080036
correcting	32	0.00010599685669014362	0.002500440547080036
correction	32	0.00010599685669014362	0.002500440547080036
correctlylocking	32	0.00010571853449064305	0.002500440547080036
safety	-1	0.0024957642998891375	0.0024957642998891375
hydraulics	-1	0.00247741888067389	0.00247741888067389
regulating	-1	0.002469578852556783	0.002469578852556783
jpm	-1	0.002466190905277497	0.002466190905277497
hot	-1	0.002438232658143445	0.002438232658143445
light	-1	0.0024256001008969796	0.0024256001008969796
discs	-1	0.0024244684485130743	0.0024244684485130743
excessive	-1	0.0024205028235189446	0.0024205028235189446
multiple	-1	0.0024087974469825134	0.0024087974469825134
tensioned	-1	0.0023989374846763744	0.0023989374846763744
tony	-1	0.0023920163340267085	0.0023920163340267085
interlock	-1	0.0023878573922599413	0.0023878573922599413
proximity	-1	0.0023762957195121613	0.0023762957195121613
11	-1	0.0023463310612504397	0.0023463310612504397
ball	-1	0.002338027530315968	0.002338027530315968
dog	-1	0.0023281071418286814	0.0023281071418286814
noise	-1	0.002316407719178281	0.002316407719178281
needed	-1	0.0023104283129347365	0.0023104283129347365
holder	-1	0.0022833673631879126	0.0022833673631879126
locking	-1	0.0022605660645347646	0.0022605660645347646
cross	-1	0.002258180730025119	0.002258180730025119
need	-1	0.0022274249843935254	0.0022274249843935254
cover	-1	0.002208181612667843	0.002208181612667843
working	-1	0.002198279865048921	0.002198279865048921
st9	-1	0.0021853963602043937	0.0021853963602043937
attachment	-1	0.0021574019827476794	0.0021574019827476794
vertical	-1	0.0021357889578603223	0.0021357889578603223
plc	-1	0.0021342191048210704	0.0021342191048210704
relay	-1	0.002125599357029463	0.002125599357029463
short	33	0.0021180529200583785	0.0021180529200583785
shorted	33	0.0009453365236453006	0.0021180529200583785
shorting	33	0.00043837432356814016	0.0021180529200583785
shorter	33	9.29812614541068e-05	0.0021180529200583785
shortenned	33	9.278736693119888e-05	0.0021180529200583785
shortened	33	9.278736693119888e-05	0.0021180529200583785
st	-1	0.002116402001868224	0.002116402001868224
home	-1	0.0021063663122831673	0.0021063663122831673
falling	-1	0.0021009024371564542	0.0021009024371564542
nut	-1	0.0020877023792021006	0.0020877023792021006
box	-1	0.002058766988149028	0.002058766988149028
tripped	-1	0.002057693880159511	0.002057693880159511
closing	-1	0.002050560574819535	0.002050560574819535
guide	-1	0.0020502560156650863	0.0020502560156650863
issued	-1	0.0020465093669653485	0.0020465093669653485
guard	-1	0.0020435738199594917	0.0020435738199594917
flag	-1	0.002036317512586564	0.002036317512586564
piston	-1	0.0020233317316114114	0.0020233317316114114
hsk	-1	0.002015497307003191	0.002015497307003191
block	-1	0.0020024327598334463	0.0020024327598334463
floor	-1	0.0019892461214697506	0.0019892461214697506
cabinet	-1	0.0019826974670569828	0.0019826974670569828
leaks	-1	0.0019597215291943743	0.0019597215291943743
failing	-1	0.0019576788672992823	0.0019576788672992823
shelf	-1	0.0019557417870210048	0.0019557417870210048
20bar	-1	0.001948885239493197	0.001948885239493197
hub	-1	0.0019483391974696642	0.0019483391974696642
hours	-1	0.0019361443876055524	0.0019361443876055524
seized	-1	0.0019113385772471345	0.0019113385772471345
russ	-1	0.001910908084861617	0.001910908084861617
rotator	34	0.001888195157620221	0.001888195157620221
rotation	34	0.001362417326735753	0.001888195157620221
rotate	34	0.0010199415008854322	0.001888195157620221
rotating	34	0.0006470864670434697	0.001888195157620221
rotary	34	0.0003537777167527645	0.001888195157620221
rotated	34	0.00028638620048150327	0.001888195157620221
rotaion	34	5.826150087151073e-05	0.001888195157620221
rotational	34	5.446706852119768e-05	0.001888195157620221
stroke	-1	0.0018870717890624462	0.0018870717890624462
rack	-1	0.0018710676643629686	0.0018710676643629686
unable	-1	0.0018685702214459381	0.0018685702214459381
setup	-1	0.001868034337936397	0.001868034337936397
binding	-1	0.001858531624145145	0.001858531624145145
ran	-1	0.0018500051333482982	0.0018500051333482982
bolts	-1	0.0018459599230021665	0.0018459599230021665
bracket	-1	0.0018171168597493697	0.0018171168597493697
alex	-1	0.00181506425158661	0.00181506425158661
flange	-1	0.0018074459059102437	0.0018074459059102437
cutting	-1	0.0017833847069703233	0.0017833847069703233
replacement	-1	0.001774326513330645	0.001774326513330645
po	-1	0.0017621821684389925	0.0017621821684389925
moved	-1	0.0017619969365909364	0.0017619969365909364
welded	-1	0.001758726740331036	0.001758726740331036
signal	-1	0.0017560857378594707	0.0017560857378594707
invert	-1	0.001751627606408575	0.001751627606408575
left	-1	0.0017512789618172125	0.0017512789618172125
panel	-1	0.001730911840391888	0.001730911840391888
required	-1	0.00172535324897345	0.00172535324897345
wrong	-1	0.0017126518639689692	0.0017126518639689692
norm	-1	0.0017100104376854897	0.0017100104376854897
present	-1	0.0016897237473079843	0.0016897237473079843
10	-1	0.0016853024365274397	0.0016853024365274397
brake	-1	0.0016743248649864774	0.0016743248649864774
grind	-1	0.0016544414427747311	0.0016544414427747311
performance	-1	0.0016503898944814769	0.0016503898944814769
returning	-1	0.0016432878361793708	0.0016432878361793708
catcher	-1	0.0016418629241957137	0.0016418629241957137
closed	-1	0.0016404281461845094	0.0016404281461845094
slow	-1	0.0016362249239119642	0.0016362249239119642
chute	-1	0.0016264177197351708	0.0016264177197351708
times	-1	0.001623169050363503	0.001623169050363503
arrived	-1	0.0016230904882313377	0.0016230904882313377
facing	-1	0.0016164379030131834	0.0016164379030131834
screen	-1	0.001608317594787633	0.001608317594787633
holding	-1	0.0016051233878511663	0.0016051233878511663
using	-1	0.001602895844721971	0.001602895844721971
properly	-1	0.0015985870419827162	0.0015985870419827162
run	-1	0.0015966899335591376	0.0015966899335591376
cables	-1	0.0015914447879660642	0.0015914447879660642
filters	-1	0.0015879893787999913	0.0015879893787999913
good	-1	0.001583129488077154	0.001583129488077154
fuses	-1	0.0015711258781335598	0.0015711258781335598
shutting	-1	0.0015708116054627842	0.0015708116054627842
mount	-1	0.001566359338505602	0.001566359338505602
servo	-1	0.0015604057251516258	0.0015604057251516258
bladder	-1	0.0015594414426599533	0.0015594414426599533
place	-1	0.0015594100436948162	0.0015594100436948162
basket	-1	0.001555605370491346	0.001555605370491346
requires	-1	0.0015473927123321586	0.0015473927123321586
request	-1	0.0015433163632234091	0.0015433163632234091
ring	-1	0.001540044257187374	0.001540044257187374
area	-1	0.0015398263872590371	0.0015398263872590371
coupling	-1	0.0015332532443506324	0.0015332532443506324
inventory	-1	0.001532626307631072	0.001532626307631072
mounting	-1	0.0015281217415375622	0.0015281217415375622
fluid	-1	0.0015117256107468422	0.0015117256107468422
marcel	-1	0.0015063917406933922	0.0015063917406933922
tagged	-1	0.00149390483426502	0.00149390483426502
jamming	-1	0.0014874980294916466	0.0014874980294916466
coming	-1	0.0014858394261244344	0.0014858394261244344
intake	-1	0.0014825640893303162	0.0014825640893303162
milling	-1	0.001480803553043143	0.001480803553043143
hand	-1	0.0014771740120190719	0.0014771740120190719
turn	-1	0.001476833507723108	0.001476833507723108
drained	-1	0.0014749785886917137	0.0014749785886917137
wo	-1	0.0014709808447434956	0.0014709808447434956
spring	-1	0.0014667089082660886	0.0014667089082660886
length	-1	0.0014658716748792513	0.0014658716748792513
tension	-1	0.0014614576746363411	0.0014614576746363411
output	-1	0.0014603155976592157	0.0014603155976592157
freed	-1	0.001454646514169069	0.001454646514169069
burned	-1	0.001446714858764783	0.001446714858764783
spinning	-1	0.0014431199704976556	0.0014431199704976556
moving	-1	0.0014406155924925744	0.0014406155924925744
bent	-1	0.0014402413288828958	0.0014402413288828958
did	-1	0.0014301000731976262	0.0014301000731976262
temp	-1	0.0014279409742943003	0.0014279409742943003
firing	-1	0.0014253126593907555	0.0014253126593907555
2nd	-1	0.0014169447144337956	0.0014169447144337956
error	-1	0.001415629805488789	0.001415629805488789
day	-1	0.0014123560443003085	0.0014123560443003085
oper	-1	0.0014114169459578153	0.0014114169459578153
retaining	-1	0.0014095405088006014	0.0014095405088006014
confirmed	-1	0.0013882572161906328	0.0013882572161906328
bushing	-1	0.0013720922590608113	0.0013720922590608113
scraper	-1	0.001365714007031536	0.001365714007031536
increased	-1	0.0013628448634649495	0.0013628448634649495
sticking	-1	0.0013621607897199989	0.0013621607897199989
push	-1	0.0013619824183099785	0.0013619824183099785
close	-1	0.0013545267665030071	0.0013545267665030071
wear	-1	0.0013541569898416215	0.0013541569898416215
reversing	-1	0.0013537287206970214	0.0013537287206970214
sequence	-1	0.0013500475604346213	0.0013500475604346213
key	-1	0.0013488228141518785	0.0013488228141518785
laser	-1	0.0013471321428972472	0.0013471321428972472
float	-1	0.0013429625983377965	0.0013429625983377965
selector	-1	0.0013418548749446824	0.0013418548749446824
board	-1	0.0013383877336206672	0.0013383877336206672
gio	-1	0.0013335945883155374	0.0013335945883155374
blade	-1	0.0013305120877840177	0.0013305120877840177
setting	-1	0.0013265966393240292	0.0013265966393240292
vibration	36	0.0013255787241452802	0.0013255787241452802
vibrating	36	0.00029885830271182164	0.0013255787241452802
vibraytion	36	0.000151518669599921	0.0013255787241452802
vibratory	36	0.0001513084993420361	0.0013255787241452802
vibrationgrinding	36	0.0001513039598387178	0.0013255787241452802
vibrated	36	0.00015114125124692578	0.0013255787241452802
valves	-1	0.001325064532318006	0.001325064532318006
functioning	-1	0.0013146073408905135	0.0013146073408905135
robot	-1	0.0013134693912779623	0.0013134693912779623
mode	-1	0.001313150613892409	0.001313150613892409
ends	-1	0.0013125810003609309	0.0013125810003609309
roll	-1	0.0013098293994655646	0.0013098293994655646
gate	-1	0.0013083976642008352	0.0013083976642008352
water	-1	0.0013010450851745241	0.0013010450851745241
guards	-1	0.0012974044391891768	0.0012974044391891768
2680	-1	0.0012958029677106802	0.0012958029677106802
chamfer	-1	0.0012938277887710695	0.0012938277887710695
40bar	-1	0.0012925817774501003	0.0012925817774501003
denis	-1	0.0012918449357839138	0.0012918449357839138
tech	-1	0.0012850029716395227	0.0012850029716395227
reg	-1	0.0012778762711964462	0.0012778762711964462
pp	-1	0.0012775817462072345	0.0012775817462072345
3560	-1	0.0012757983533775623	0.0012757983533775623
recess	-1	0.0012703200708677122	0.0012703200708677122
pm	-1	0.0012691397421709853	0.0012691397421709853
collision	-1	0.001256167730741511	0.001256167730741511
purchased	-1	0.0012523189833850803	0.0012523189833850803
support	-1	0.0012520345815157036	0.0012520345815157036
reading	-1	0.0012514934860767242	0.0012514934860767242
does	-1	0.0012452472625970085	0.0012452472625970085
bus	-1	0.0012439512112687747	0.0012439512112687747
heavy	-1	0.0012398489921476626	0.0012398489921476626
button	-1	0.0012360077594323533	0.0012360077594323533
